School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,WASHINGTON,5303210,Granite Falls School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,188,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303360,Harrington School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303440,Coulee-Hartline School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,27,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303510,Highland School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,97,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303540,Highline School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,1454,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303570,Hockinson School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,162,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303660,Hoquiam School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,116,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303750,Issaquah School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,1545,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303780,Kahlotus School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303810,Kalama School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,73,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303930,Kennewick School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,1368,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303960,Kent School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,1995,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5303990,Kettle Falls School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,145,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304020,Kiona-Benton City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,100,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304050,Kittitas School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,47,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304080,Klickitat School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,8,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304110,La Conner School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,59,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304150,LaCrosse School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,5,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304170,La Center School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,121,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304200,Lake Stevens School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,647,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304230,Lake Washington School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,2082,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304260,Lakewood School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,225,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304380,Liberty School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,39,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304410,Lind School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,12,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304470,Longview School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,444,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304530,Lopez School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304560,Riverview School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,231,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304590,Lyle School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,19,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304620,Lynden School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,274,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304650,Mabton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,65,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304710,Mansfield School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304740,Manson School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304800,Mary M Knight School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,11,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304830,Mary Walker School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,49,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304860,Marysville School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,73%,745,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304920,Mead School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,884,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304950,Medical Lake School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,128,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5304980,Mercer Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,405,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305010,Meridian School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,97,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305020,Methow Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,62,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305040,Mill A School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305130,Monroe School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,77%,532,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305160,Montesano School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,93,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305190,Morton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,37,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305220,Moses Lake School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,73%,591,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305250,Mossyrock School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,42,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305280,Mount Adams School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,50-54%,63,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305310,Mount Baker School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,133,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305370,East Valley School District (Yakima),,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,219,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305400,Mount Vernon School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,84%,524,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305430,Mukilteo School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,1231,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305460,Naches Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,93,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305490,Napavine School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,49,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305520,Naselle-Grays River Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,39,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305610,Newport School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,115,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305640,Nine Mile Falls School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,136,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305670,Nooksack Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,102,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305700,North Beach School District No. 64,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,43,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305730,North Franklin School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,184,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305760,North Kitsap School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,442,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305790,North Mason School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,77%,202,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305820,North River School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305850,North Thurston Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,1006,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305880,Northport School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,10,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305910,Northshore School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,1676,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305940,Oak Harbor School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,408,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5305970,Oakesdale School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,12,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306000,Oakville School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,19,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306060,Ocean Beach School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,101,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306090,Ocosta School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,39,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306120,Odessa School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306150,Okanogan School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,105,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306180,Olympia School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,851,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306220,Omak School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,348,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306240,Onalaska School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,70,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306300,Orcas Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,41,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306420,Oroville School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,40,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306450,Orting School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,196,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306480,Othello School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,318,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306540,Palouse School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306570,Pasco School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,1370,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306600,Pateros School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,22,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306660,Pe Ell School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,20,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306690,Peninsula School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,786,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306780,Pomeroy School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306820,Port Angeles School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,290,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306840,Port Townsend School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,91,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306870,Prescott School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,16,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306900,Prosser School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,239,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306930,Pullman School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,188,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306960,Puyallup School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,1760,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5306990,Quilcene School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,24,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307020,Quillayute Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,50%,826,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307050,Lake Quinault School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307080,Quincy School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,233,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307110,Rainier School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,55,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307140,Raymond School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,46,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307210,Reardan-Edwall School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,60,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307230,Renton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,1166,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307260,Republic School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,33,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307320,Richland School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,1019,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307350,Ridgefield School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,238,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307380,Ritzville School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,20,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307440,Riverside School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,120,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307470,Rochester School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,150,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307560,Rosalia School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,11,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307620,Royal School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,158,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307650,San Juan Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,66,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307710,Seattle School District No. 1,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,3865,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307740,Sedro-Woolley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,77%,331,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307770,Selah School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,314,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307800,Selkirk School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,16,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307830,Sequim School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,72%,219,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307900,Shelton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,436,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307920,Shoreline School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,795,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5307980,Skykomish School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,5,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308020,Snohomish School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,887,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308040,Snoqualmie Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,531,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308070,Soap Lake School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,54,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308100,South Bend School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,30,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308130,Tukwila School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,196,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308160,South Kitsap School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,913,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308190,South Whidbey School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,118,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308250,Spokane School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,2056,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308280,Sprague School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,9,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308310,St. John School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,19,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308340,Stanwood-Camano School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,332,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308460,Steilacoom Hist. School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,287,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308520,Stevenson-Carson School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,54,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308550,Sultan School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,134,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308610,Sumner School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,759,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308670,Sunnyside School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,535,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308700,Tacoma School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,2216,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308730,Taholah School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,18,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308760,Tahoma School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,603,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308790,Tekoa School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308820,Tenino School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,97,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308850,Thorp School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308910,Toledo School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,76,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308940,Tonasket School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,94,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5308970,Toppenish School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,73%,416,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309000,Touchet School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,26,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309030,Toutle Lake School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,41,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309060,Trout Lake School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,14,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309100,Tumwater School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,563,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309180,University Place School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,430,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309240,Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,13,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309270,Vancouver School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,1718,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309300,Vashon Island School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,141,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309330,Wahkiakum School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,36,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309360,Wahluke School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,172,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309390,Waitsburg School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,17,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309450,Walla Walla Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,504,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309480,Wapato School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,219,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309510,Warden School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,68,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309540,Washougal School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,240,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309570,Washtucna School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,10,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309600,Waterville School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,21,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309630,Wellpinit School District #49,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,30-39%,38,,All Students,All Students in LEA,,,,,
2021-2022,WASHINGTON,5309660,Wenatchee School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,650,,All Students,All Students in LEA,,,,,
